"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2000",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Punggol Point,240,10,20,20,10,20,20,20,20,20,30,20,10,10,10,-,-,-,-,,,
,Punggol Riverside,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Punggol Riviera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Queenstown,Total,"97,860","5,270","5,630","4,870","4,850","6,260","8,900","8,880","8,630","7,940","7,180","7,050","5,250","5,570","4,620","3,340","1,810","1,070",770,,,
,Buona Vista,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Commonwealth,"9,390",480,460,390,410,510,900,860,780,720,590,580,540,630,580,410,260,160,130,,,
,Dover,"11,430",620,730,570,590,820,"1,050","1,080","1,110",970,880,900,570,560,410,300,130,100,70,,,
,Ghim Moh,"12,470",670,670,520,590,930,"1,300","1,060",990,830,870,990,840,730,630,410,230,120,90,,,
,Holland Drive,"17,760",910,920,770,740,"1,160","1,930","1,770","1,490","1,280","1,140","1,320","1,090","1,130",850,610,320,210,140,,,
,Kent Ridge,"1,310",80,120,120,80,80,100,120,130,140,120,90,50,30,20,10,10,-,10,,,
,Margaret Drive,"6,730",410,400,340,330,450,550,630,660,590,520,470,300,340,280,230,130,70,50,,,
,Mei Chin,"17,690","1,010","1,060",970,870,950,"1,390","1,560","1,680","1,630","1,370","1,150",800,990,890,690,370,190,140,,,
,National University Of Singapore,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pasir Panjang I,"3,040",190,230,260,220,190,190,230,290,360,290,240,100,80,70,50,20,20,20,,,
,Pasir Panjang Ii,"3,170",180,240,260,260,210,180,200,270,320,420,280,130,80,50,40,30,20,20,,,
,Port,380,20,30,20,10,30,40,30,40,30,20,30,10,10,20,10,-,-,10,,,
,Portsdown,210,10,20,10,10,10,20,20,30,20,20,20,10,10,-,10,-,-,-,,,
,Queensway,260,10,20,20,20,20,20,20,30,20,30,30,20,10,-,10,-,-,-,,,
,Singapore Polytechnic,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanglin Halt,"13,870",660,730,600,700,890,"1,250","1,290","1,100","1,020",900,950,810,990,820,580,300,180,110,,,
River Valley,Total,"9,370",420,590,580,520,560,710,750,820,960,820,810,480,400,290,260,190,110,90,,,
,Institution Hill,"2,780",130,190,180,160,180,230,240,270,280,260,220,110,110,70,60,40,20,20,,,
,Leonie Hill,"2,700",130,190,170,150,150,200,200,270,310,240,210,120,100,90,70,60,30,20,,,
,One Tree Hill,"2,010",100,110,130,140,130,130,150,140,200,170,210,130,80,60,50,50,30,30,,,
,Oxley,"1,530",60,90,70,70,90,130,130,120,150,130,130,100,90,60,60,40,20,20,,,
,Paterson,350,10,20,20,10,20,30,30,30,30,30,40,20,10,20,20,10,10,10,,,
Rochor,Total,"17,940",760,900,850,860,"1,190","1,440","1,280","1,320","1,550","1,390","1,320","1,120","1,030",960,"1,000",540,250,210,,,
,Bencoolen,"2,710",130,130,120,100,140,220,200,210,240,200,190,150,160,170,140,80,60,70,,,
,Farrer Park,"2,460",100,110,130,160,160,170,160,170,230,230,180,160,120,130,130,80,40,20,,,
,Kampong Glam,490,20,10,20,10,20,30,20,30,30,20,30,40,40,40,90,40,10,10,,,
,Little India,"5,410",220,280,260,250,380,410,350,350,420,420,390,350,330,320,370,190,60,60,,,
,Mackenzie,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,810,30,60,40,30,30,80,90,90,100,60,40,40,30,30,30,20,10,10,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,380,30,30,20,30,30,40,40,30,40,30,30,10,10,10,10,-,-,-,,,
,Sungei Road,"2,680",110,130,110,120,190,280,210,190,200,180,210,200,170,160,110,70,30,20,,,
,Victoria,"2,920",120,140,140,150,240,230,210,240,280,240,240,170,170,110,100,60,30,30,,,
Seletar,Total,440,30,30,20,20,30,30,50,50,60,30,30,30,20,10,10,10,-,-,,,
,Subzone 1,440,30,30,20,20,30,30,50,50,60,30,30,30,20,10,10,10,-,-,,,
Sembawang,Total,"31,660","2,920","1,870","2,350","2,130","1,740","3,560","3,640","3,520","3,150","2,250","1,450",830,750,630,420,260,130,90,,,
,Admiralty,"3,080",230,130,150,180,190,370,320,300,300,210,180,140,140,120,70,50,20,10,,,
,Sembawang Central,"17,370","1,750","1,100","1,390","1,190",950,"1,870","2,080","2,030","1,730","1,230",710,380,310,270,170,100,50,40,,,
,Sembawang East,150,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,-,-,-,,,
,Sembawang North,"8,730",800,440,640,630,430,"1,090","1,050",970,930,630,370,200,180,150,110,60,30,20,,,
,Sembawang Springs,"1,740",90,130,110,90,140,170,140,140,130,130,140,80,70,50,50,30,20,20,,,
,Sembawang Straits,570,40,60,50,30,20,40,30,60,60,40,40,20,40,20,20,10,10,-,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"61,300","6,060","3,810","4,670","3,940","3,410","5,890","6,760","6,990","6,490","4,470","2,940","1,510","1,340","1,130",870,520,300,200,,,
,Buangkok,"1,150",120,40,60,100,90,150,130,110,130,100,50,20,30,10,20,10,10,-,,,
,Jalan Kayu East,370,20,30,30,20,30,20,30,20,40,50,30,20,10,10,10,-,-,-,,,
,Jalan Kayu West,"1,330",70,90,90,100,90,80,80,130,140,130,100,60,50,50,40,10,10,10,,,
,Sengkang Town Centre,"27,020","2,840","1,690","1,920","1,610","1,420","2,740","3,230","3,180","2,860","1,840","1,230",650,590,480,350,230,100,70,,,
,Sungei Serangoon East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sungei Serangoon West,"31,060","3,010","1,960","2,570","2,110","1,790","2,900","3,300","3,550","3,310","2,330","1,490",700,600,510,420,240,170,100,,,
,Trafalgar,370,-,-,-,-,-,-,-,-,10,30,40,60,70,70,30,30,10,20,,,
Serangoon,Total,"122,420","7,390","10,010","9,770","8,420","7,840","8,920","8,850","11,180","12,940","11,020","8,590","4,820","4,120","3,140","2,320","1,510",890,700,,,
,Seletar Hills,"11,340",630,840,960,780,720,810,660,890,"1,170","1,060",880,590,490,340,250,130,80,70,,,
,Serangoon Central,"51,230","2,800","4,040","4,270","3,620","3,250","3,710","3,470","4,590","5,780","4,740","3,710","1,970","1,760","1,330",970,620,360,250,,,
,Serangoon Garden,"41,940","2,070","3,170","3,310","3,030","2,930","3,080","2,720","3,450","4,270","3,970","3,180","1,810","1,520","1,220",910,630,370,320,,,
,Serangoon North,"17,910","1,900","1,960","1,230","1,000",940,"1,320","2,000","2,250","1,720","1,240",820,460,350,260,190,130,90,60,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Khatib Bongsu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang Kanan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang Kiri,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang Town Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,South Simpang,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,830,50,50,30,30,40,90,90,110,70,60,60,50,30,20,20,10,10,10,,,
,Boat Quay,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Clarke Quay,200,20,10,10,10,10,20,20,20,20,10,20,10,10,10,-,-,-,-,,,
,Robertson Quay,560,30,40,30,20,30,70,60,90,50,40,40,20,20,10,10,10,-,-,,,
Southern Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sentosa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Subzone 1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,920,20,40,60,50,80,80,60,40,60,50,70,50,60,40,50,40,40,50,,,
,Kranji,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mandai,170,-,10,-,-,-,-,-,-,-,-,-,-,10,20,30,20,30,50,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,670,20,30,50,50,70,70,50,30,50,40,60,40,50,20,10,10,-,-,,,
Tampines,Total,"253,110","20,500","23,840","21,520","18,030","14,820","17,370","23,580","27,310","26,660","20,380","13,620","6,910","5,790","4,790","3,640","2,290","1,240",830,,,
,Simei,"37,640","3,020","3,820","3,120","2,320","2,120","2,640","3,510","4,390","4,040","2,930","2,140","1,000",820,630,490,320,200,120,,,
,Tampines East,"137,480","10,920","12,900","11,580","10,030","8,130","9,250","12,640","14,550","14,450","11,260","7,390","3,850","3,290","2,750","2,050","1,280",690,460,,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"76,030","6,360","6,940","6,650","5,580","4,500","5,380","7,230","8,060","7,890","6,030","4,000","2,040","1,660","1,380","1,080",690,340,240,,,
,Xilin,"1,960",190,190,170,100,70,100,200,310,280,160,80,30,20,30,10,10,10,10,,,
Tanglin,Total,"13,720",670,940,860,780,820,960,"1,030","1,260","1,300","1,290","1,230",710,560,460,380,230,150,100,,,
,Chatsworth,"4,040",200,270,210,210,250,300,330,400,370,360,350,210,170,130,110,70,50,40,,,
,Nassim,"5,860",310,420,400,350,330,370,400,580,580,550,550,280,200,180,150,100,70,40,,,
,Ridout,"1,110",40,70,60,70,70,80,70,90,90,100,130,60,50,50,40,20,20,10,,,
,Tyersall,"2,710",130,190,180,150,170,210,220,200,260,280,210,150,130,100,70,30,20,10,,,
Tengah,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"121,240","6,090","7,520","6,830","6,830","7,820","10,210","9,620","10,490","11,270","9,610","8,750","6,540","6,390","4,900","3,700","2,270","1,370","1,050",,,
,Bidadari,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"16,890",890,"1,000",900,900,"1,010","1,330","1,320","1,490","1,580","1,320","1,070",970,940,780,580,410,240,160,,,
,Braddell,"12,150",570,800,640,670,750,990,900,"1,060","1,110",960,860,710,700,490,410,290,150,120,,,
,Kallang,"9,190",480,570,460,500,640,840,780,780,770,660,660,520,490,380,290,200,100,100,,,
,Kim Keat,"9,390",520,710,670,540,570,820,780,820,970,700,630,450,440,300,230,110,90,60,,,
,Marymount,"14,940",660,820,730,730,930,"1,290","1,180","1,270","1,310","1,170","1,150",910,940,710,520,290,200,140,,,
,Paya Lebar,"7,260",360,500,460,450,500,570,550,610,690,610,550,330,340,280,230,120,70,60,,,
,Pei Chun,"12,170",670,660,660,630,830,"1,190","1,090","1,090","1,050",880,840,660,630,530,350,220,130,90,,,
,Potong Pasir,"14,030",560,850,950,"1,040","1,080","1,180",960,"1,080","1,390","1,430","1,210",680,580,410,270,160,120,70,,,
,Sennett,"4,390",170,270,280,270,270,290,270,320,420,400,350,220,200,190,190,130,70,80,,,
,Toa Payoh Central,"19,440","1,140","1,180",940,"1,000","1,190","1,670","1,710","1,830","1,810","1,340","1,340","1,040","1,090",820,620,340,210,170,,,
,Woodleigh,"1,390",80,150,120,100,70,70,80,150,190,140,90,30,30,30,30,10,10,-,,,
Tuas,Total,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Coast,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Bukum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,410,30,30,40,20,20,20,30,70,50,30,40,20,10,-,-,-,-,-,,,
,Western Water Catchment,410,30,30,40,20,20,20,30,70,50,30,40,20,10,-,-,-,-,-,,,
Woodlands,Total,"188,670","21,070","15,600","14,180","11,840","10,310","17,710","23,520","21,180","16,910","11,810","8,090","4,660","3,990","3,210","2,310","1,240",640,440,,,
,Greenwood Park,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"29,300","4,050","2,900","2,030","1,520","1,270","2,320","4,660","3,660","2,370","1,550","1,000",590,490,350,260,160,70,40,,,
,North Coast,"15,360",980,"1,230","1,100","1,130","1,250","1,350","1,330","1,350","1,280","1,200","1,060",660,550,410,260,120,60,50,,,
,Senoko West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"28,880","3,440","3,010","2,230","1,770","1,450","2,110","3,820","3,490","2,630","1,770","1,100",600,480,400,280,160,90,60,,,
,Woodlands East,"65,590","8,180","4,470","4,900","4,100","3,350","7,070","8,630","7,560","6,030","3,900","2,450","1,350","1,140",940,750,410,210,150,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"21,330","2,300","1,310","1,710","1,410","1,190","2,640","2,470","2,280","1,950","1,350",900,530,410,350,270,130,70,50,,,
,Woodlands West,"28,160","2,120","2,680","2,210","1,930","1,800","2,220","2,610","2,840","2,640","2,020","1,560",930,900,760,480,260,140,90,,,
Yishun,Total,"177,210","11,810","16,750","15,350","12,920","11,850","14,230","15,550","19,140","17,810","13,910","9,690","5,500","4,330","3,340","2,280","1,350",760,650,,,
,Khatib,"12,170",810,"1,160","1,040",860,810,940,"1,110","1,310","1,260",990,690,390,270,230,140,90,60,40,,,
,Lower Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Nee Soon,580,30,30,40,40,50,60,40,50,40,30,50,30,30,20,20,10,-,10,,,
,Northland,"31,970","2,190","2,900","2,920","2,560","2,080","2,600","2,800","3,350","3,360","2,500","1,680",920,740,530,390,250,120,100,,,
,Springleaf,"2,690",150,220,230,210,220,220,150,210,230,250,230,130,100,60,30,30,20,10,,,
,Yishun Central,"1,690",130,180,150,120,110,90,140,220,160,140,80,60,40,30,20,20,10,-,,,
,Yishun East,"31,000","2,420","3,710","2,690","1,890","1,930","2,390","3,010","3,820","3,050","2,160","1,430",820,600,490,300,160,80,60,,,
,Yishun South,"41,260","2,650","4,110","3,630","2,810","2,700","3,220","3,430","4,640","4,170","3,350","2,300","1,260","1,020",780,540,340,160,150,,,
,Yishun West,"55,850","3,420","4,450","4,660","4,430","3,960","4,720","4,880","5,550","5,550","4,480","3,240","1,890","1,540","1,210",850,460,310,280,,,
Not Stated,Total,"5,280",280,410,350,290,310,440,410,480,530,460,390,250,180,160,160,90,50,60,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
