"Singapore Residents by Planning Area/Subzone, Age Group and Sex, June 2014",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Planning Area,Subzone,Total,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 & Over,,,
,Pasir Ris West,"36,450","1,570","2,080","2,850","3,680","3,040","1,920","2,100","2,530","3,060","4,110","3,410","2,250","1,440",840,590,440,310,220,,,
Paya Lebar,Total,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Airport Road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar East,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar North,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Paya Lebar West,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Plab,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Pioneer,Total,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Benoi Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Basin,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Gul Circle,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Joo Koon,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pioneer Sector,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Punggol,Total,"98,140","10,430","8,090","5,490","3,880","3,630","6,800","14,000","12,050","9,170","5,760","5,040","4,340","3,600","2,480","1,480",930,540,450,,,
,Coney Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Matilda,"25,770","3,430","1,660","1,090",810,820,"2,480","5,030","2,960","1,890","1,240","1,120",970,910,620,360,200,110,80,,,
,Northshore,290,-,20,20,30,20,10,20,10,30,30,30,30,20,10,10,10,10,-,,,
,Punggol Canal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Punggol Field,"43,840","3,170","4,020","3,190","2,190","1,980","2,310","3,710","5,330","5,050","3,110","2,710","2,290","1,760","1,230",720,510,280,270,,,
,Punggol Town Centre,"4,970",870,420,170,90,100,230,"1,180",750,330,190,150,150,140,90,60,40,20,10,,,
,Waterway East,"23,280","2,950","1,980","1,030",760,710,"1,760","4,060","3,010","1,870","1,190","1,040",900,770,520,340,180,120,90,,,
Queenstown,Total,"98,730","4,440","4,550","4,440","4,900","5,340","6,070","7,340","7,850","8,240","7,790","7,410","6,800","6,220","5,510","4,330","3,570","2,280","1,650",,,
,Commonwealth,"8,260",300,320,320,350,390,510,620,560,680,650,680,620,520,450,430,390,280,200,,,
,Dover,"13,450",690,850,730,830,820,770,980,"1,090","1,130","1,120",990,860,740,690,440,380,190,150,,,
,Ghim Moh,"11,980",520,550,520,600,600,780,860,880,930,850,820,770,730,830,660,510,340,220,,,
,Holland Drive,"14,520",540,500,580,580,650,820,980,"1,180","1,340","1,120","1,030",970,1000,980,880,680,390,310,,,
,Kent Ridge,"1,110",30,60,50,50,60,120,100,70,110,110,90,90,70,60,30,20,10,-,,,
,Margaret Drive,"9,850",640,510,430,410,430,610,920,"1,040",830,730,670,590,590,480,370,290,190,130,,,
,Mei Chin,"17,090",670,770,830,1010,"1,050","1,070","1,110","1,160","1,330","1,430","1,410","1,320","1,110",790,670,610,420,300,,,
,National University Of S'pore,410,10,10,10,10,230,50,20,10,10,20,20,10,-,-,-,-,-,-,,,
,One North,610,40,40,20,20,20,20,60,80,100,80,40,20,20,20,10,-,-,-,,,
,Pasir Panjang 1,"3,930",210,190,220,220,240,280,310,350,360,310,330,280,220,180,90,60,40,40,,,
,Pasir Panjang 2,"3,500",160,160,170,240,240,240,240,240,260,310,290,300,310,180,100,40,30,30,,,
,Port,150,-,-,-,10,20,10,10,10,10,10,20,10,10,10,-,-,10,10,,,
,Queensway,290,10,10,10,20,20,20,30,20,40,20,20,20,20,20,10,10,-,-,,,
,Singapore Polytechnic,150,10,10,10,10,10,10,20,20,20,10,10,10,-,-,-,-,-,-,,,
,Tanglin Halt,"13,460",620,590,530,550,580,750,"1,100","1,150","1,110","1,030",990,920,870,820,630,580,390,260,,,
River Valley,Total,"9,110",430,520,460,430,480,470,680,910,"1,020",870,690,590,530,420,240,170,100,130,,,
,Institution Hill,"3,270",200,210,160,140,170,190,280,410,400,290,210,170,170,120,70,40,20,20,,,
,Leonie Hill,"2,450",90,140,150,130,120,110,200,240,300,260,200,170,130,110,50,30,20,20,,,
,One Tree Hill,"1,850",70,80,90,120,110,80,100,120,160,180,170,160,130,100,60,50,30,50,,,
,Oxley,"1,380",70,70,60,40,70,80,90,130,130,120,110,80,90,90,60,40,20,40,,,
,Paterson,160,10,10,-,-,10,10,10,20,20,20,10,10,10,-,-,-,-,-,,,
Rochor,Total,"14,750",550,620,560,640,730,940,"1,100","1,290","1,220","1,110","1,130","1,130","1,060",820,680,480,330,360,,,
,Bencoolen,"1,490",70,50,50,60,70,110,90,120,120,130,140,120,100,70,60,50,40,40,,,
,Farrer Park,"3,210",140,190,130,140,130,200,290,310,280,240,210,230,210,150,120,80,50,110,,,
,Kampong Glam,190,10,-,-,10,10,10,10,10,20,20,20,10,10,10,10,-,10,30,,,
,Little India,"3,940",120,140,170,180,220,240,260,300,310,290,310,320,310,230,210,140,90,90,,,
,Mackenzie,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Mount Emily,"1,020",50,80,30,30,30,60,110,160,130,90,60,60,50,30,10,10,10,10,,,
,Rochor Canal,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Selegie,260,10,10,10,10,20,10,20,40,20,20,20,10,20,10,10,10,10,10,,,
,Sungei Road,"2,420",100,90,110,130,140,170,140,170,180,170,180,170,180,160,140,90,60,40,,,
,Victoria,"2,120",50,50,50,80,110,130,160,170,150,150,190,200,180,160,120,90,60,40,,,
Seletar,Total,300,10,20,20,20,10,-,10,30,50,40,30,30,10,10,10,-,-,-,,,
,Pulau Punggol Barat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Punggol Timor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Seletar,290,10,20,20,20,10,-,10,20,50,40,30,20,10,10,10,-,-,-,,,
,Seletar Aerospace Park,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sembawang,Total,"75,570","4,550","5,470","5,370","4,600","4,530","5,010","6,590","7,510","7,480","5,960","5,560","4,570","3,220","1,930","1,310",890,580,450,,,
,Admiralty,"13,340",880,"1,100",910,700,710,900,"1,130","1,480","1,340",980,940,720,540,360,270,190,110,80,,,
,Sembawang Central,"29,580","1,600","1,920","2,160","1,960","1,940","2,060","2,500","2,720","2,980","2,410","2,290","1,920","1,260",700,460,330,210,180,,,
,Sembawang East,110,-,10,10,10,10,10,-,10,10,10,-,10,10,10,10,-,10,-,,,
,Sembawang North,"26,620","1,810","2,100","1,870","1,500","1,470","1,740","2,680","2,820","2,610","2,020","1,820","1,560","1,120",640,390,240,140,90,,,
,Sembawang Springs,"4,210",170,240,320,310,260,230,200,350,370,390,340,250,220,160,140,100,90,90,,,
,Sembawang Straits,"1,680",100,90,100,130,140,80,80,120,150,150,170,120,70,70,40,30,20,10,,,
,Senoko North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Senoko South,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,The Wharves,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sengkang,Total,"191,910","13,720","14,240","12,180","11,240","10,450","12,590","19,120","19,840","17,930","14,000","13,200","11,820","8,430","5,410","3,320","2,070","1,310","1,050",,,
,Anchorvale,"31,720","2,200","2,940","2,220","1,560","1,500","1,800","2,760","3,760","3,650","2,180","1,980","1,790","1,340",880,570,300,180,130,,,
,Compassvale,"16,170","1,720","1,520",800,570,500,880,"2,230","2,730","1,400",880,780,700,540,370,250,160,80,80,,,
,Fernvale,"29,340","3,290","2,300","1,360","1,050","1,140","2,230","4,470","3,430","2,200","1,630","1,520","1,420","1,140",810,520,350,260,220,,,
,Lorong Halus North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Rivervale,"59,220","3,160","3,810","4,060","4,170","3,900","4,080","4,490","5,010","5,490","4,760","4,740","4,220","3,010","1,870","1,050",650,430,330,,,
,Sengkang Town Centre,"55,460","3,360","3,670","3,740","3,890","3,400","3,600","5,170","4,920","5,180","4,550","4,190","3,700","2,410","1,470",930,620,360,290,,,
,Sengkang West,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Serangoon,Total,"122,100","4,220","5,400","6,560","8,060","9,330","9,060","7,680","7,650","8,870","9,170","10,360","10,770","8,840","6,060","3,840","2,830","1,830","1,580",,,
,Lorong Chuan,"8,440",310,460,560,660,680,480,370,490,670,750,790,690,460,340,230,220,140,160,,,
,Seletar Hills,"13,090",450,590,760,990,"1,080",900,680,740,920,970,"1,100","1,110",960,680,470,320,200,170,,,
,Serangoon Central,"26,860",910,1030,"1,340","1,490","1,910","2,270","1,870","1,690","2,040","1,880","2,280","2,560","2,070","1,440",840,640,360,270,,,
,Serangoon Garden,"39,860","1,350","1,640","1,940","2,460","2,890","2,940","2,570","2,500","2,770","2,800","3,200","3,560","3,130","2,200","1,420","1,060",730,680,,,
,Serangoon North,"17,940",660,980,"1,190","1,470","1,510","1,200","1,190","1,210","1,430","1,620","1,620","1,390","1,060",580,360,230,150,100,,,
,Serangoon North Ind Estate,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Upper Paya Lebar,"15,880",540,700,770,980,"1,260","1,270",1010,1030,"1,040","1,150","1,380","1,450","1,170",820,520,360,250,190,,,
Simpang,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pulau Seletar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Simpang South,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tanjong Irau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Singapore River,Total,"2,580",180,150,120,90,80,120,300,340,360,240,170,150,100,80,40,40,10,30,,,
,Boat Quay,170,10,10,-,-,-,10,30,20,20,10,10,10,10,10,10,10,-,-,,,
,Clarke Quay,140,-,10,10,-,10,10,20,20,20,10,10,10,-,-,-,-,-,10,,,
,Robertson Quay,"2,280",160,130,100,90,80,100,260,300,330,210,150,130,90,60,30,30,10,20,,,
Southern Islands,Total,"1,400",90,90,70,90,80,60,60,110,180,180,160,100,70,30,20,10,10,-,,,
,Sentosa,"1,400",90,90,70,90,80,60,60,110,180,180,160,100,70,30,20,10,10,-,,,
,Southern Group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Straits View,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Straits View,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Sungei Kadut,Total,760,30,30,40,40,50,60,40,60,60,60,60,60,40,40,30,30,20,20,,,
,Gali Batu,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Kranji,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Pang Sua,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Reservoir View,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Turf Club,670,20,30,30,40,40,50,40,50,40,50,50,50,40,40,30,30,10,10,,,
Tampines,Total,"258,810","10,930","12,350","14,560","19,070","21,500","19,780","18,650","17,640","18,350","20,440","23,230","22,020","16,200","9,770","5,620","4,070","2,590","2,060",,,
,Simei,"43,450","2,000","2,220","2,470","3,020","3,440","3,030","3,380","3,450","3,500","3,280","3,840","3,370","2,550","1,590",870,660,410,390,,,
,Tampines East,"136,810","5,700","6,320","7,470","10,170","11,560","10,570","9,840","8,850","9,230","10,970","12,330","11,900","8,750","5,290","3,100","2,230","1,420","1,130",,,
,Tampines North,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tampines West,"76,600","3,170","3,740","4,490","5,720","6,340","6,040","5,320","5,230","5,490","6,010","6,820","6,550","4,800","2,840","1,620","1,170",740,530,,,
,Xilin,"1,950",60,80,130,170,170,140,120,100,130,180,240,200,100,60,30,20,20,10,,,
Tanglin,Total,"18,390",910,"1,200","1,090","1,010",940,850,"1,090","1,580","1,910","1,740","1,530","1,220","1,110",860,530,360,250,240,,,
,Chatsworth,"5,460",260,320,280,270,240,260,430,580,650,510,420,350,290,230,160,90,60,60,,,
,Nassim,"8,080",420,590,530,440,420,330,420,640,830,780,680,530,500,380,220,140,110,110,,,
,Ridout,"1,390",70,70,70,80,80,80,90,120,90,110,140,100,100,90,30,40,30,30,,,
,Tyersall,"3,460",150,220,210,220,210,170,150,250,330,330,290,250,220,170,120,90,50,40,,,
Tengah,Total,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengah,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Toa Payoh,Total,"126,720","5,180","5,760","6,010","6,720","7,320","7,810","8,900","9,430","10,350","9,640","10,030","9,780","8,330","6,850","5,500","4,200","2,680","2,260",,,
,Bidadari,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Boon Teck,"15,430",540,690,770,850,930,900,910,910,"1,100","1,140","1,340","1,250","1,030",920,760,610,410,370,,,
,Braddell,"10,880",420,520,510,630,680,680,730,740,840,860,870,860,720,560,450,360,220,220,,,
,Joo Seng,"6,820",240,360,310,350,410,440,440,520,560,510,540,560,470,370,270,210,150,120,,,
,Kim Keat,"8,710",300,370,360,480,630,640,590,580,680,650,740,770,560,490,350,270,140,130,,,
,Lorong 8 Toa Payoh,"8,410",260,320,380,470,540,500,520,580,640,620,720,660,600,480,450,320,210,150,,,
,Pei Chun,"12,000",450,580,670,630,600,660,730,880,"1,110","1,030",930,890,740,650,560,440,260,200,,,
,Potong Pasir,"13,020",510,490,610,580,750,930,960,970,"1,060",990,960,"1,150","1,140",800,490,310,190,140,,,
,Sennett,"4,410",120,170,230,270,320,290,240,230,290,270,350,420,330,280,200,140,140,140,,,
,Toa Payoh Central,"30,940","1,830","1,600","1,490","1,670","1,560","1,810","2,690","2,820","2,720","2,330","2,270","2,040","1,660","1,400","1,170",910,550,450,,,
,Toa Payoh West,"13,660",410,480,530,640,710,800,920,1010,"1,110","1,060","1,110","1,010",940,830,770,620,390,330,,,
,Woodleigh,"2,440",110,170,140,150,180,160,180,210,250,190,190,180,140,80,40,20,20,20,,,
Tuas,Total,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tengeh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Bay,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas North,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas Promenade,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Tuas View Extension,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Islands,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Jurong Island And Bukom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Semakau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Sudong,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Western Water Catchment,Total,960,40,50,60,40,170,70,50,90,90,60,80,60,30,10,20,10,10,30,,,
,Western Water Catchment,960,40,50,60,40,170,70,50,90,90,60,80,60,30,10,20,10,10,30,,,
Woodlands,Total,"250,180","12,320","14,940","18,180","21,200","19,390","17,960","18,990","19,030","21,610","22,580","20,500","16,010","10,770","6,660","4,140","2,970","1,720","1,210",,,
,Greenwood Park,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Midview,"35,880","1,600","1,990","2,830","3,630","3,100","2,650","2,420","2,270","2,920","3,640","3,090","2,150","1,390",820,560,390,240,210,,,
,North Coast,"15,000",560,630,800,"1,070","1,220","1,110",1030,990,"1,050","1,270","1,370","1,180",980,720,450,340,160,100,,,
,Senoko West,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodgrove,"35,720","1,410","1,850","2,560","3,610","3,280","2,510","2,300","2,300","2,860","3,720","3,080","2,460","1,500",890,530,410,260,200,,,
,Woodlands East,"94,870","4,970","6,430","7,430","7,760","6,690","6,580","7,650","8,240","9,250","8,370","7,460","5,540","3,550","2,050","1,210",860,490,340,,,
,Woodlands Regional Centre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
,Woodlands South,"36,140","2,370","2,570","2,790","2,680","2,300","2,640","3,250","3,210","3,280","2,820","2,530","2,030","1,530",930,530,350,200,130,,,
,Woodlands West,"32,510","1,400","1,470","1,770","2,460","2,800","2,470","2,330","2,010","2,240","2,760","2,980","2,650","1,820","1,250",860,630,370,230,,,
Yishun,Total,"192,800","9,020","9,570","10,550","12,030","15,070","15,710","15,480","14,290","14,610","15,190","17,110","15,280","11,440","7,120","4,420","2,900","1,710","1,310",,,
,Khatib,"11,220",380,470,530,720,960,940,840,730,830,880,"1,120",970,790,470,260,170,110,70,,,
,Lower Seletar,"1,150",70,90,130,110,80,40,50,80,130,100,100,50,40,40,20,20,10,10,,,
,Nee Soon,870,50,40,50,50,60,50,50,70,90,70,80,50,50,50,40,10,10,10,,,
,Northland,"31,310","1,240","1,540","1,830","2,050","2,530","2,540","2,390","2,380","2,370","2,520","2,870","2,580","1,840","1,110",670,440,240,190,,,
,Springleaf,"3,910",170,170,220,280,360,280,220,230,270,280,320,310,290,230,120,90,40,50,,,
,Yishun Central,"1,550",70,50,60,120,140,150,130,90,70,120,160,140,110,60,40,30,10,20,,,
,Yishun East,"44,400","3,110","2,520","2,550","2,800","3,400","3,690","4,560","3,560","3,310","3,330","3,640","2,940","2,080","1,250",720,480,270,200,,,
,Yishun South,"39,940","1,560","1,910","2,100","2,450","3,370","3,290","2,860","2,870","3,040","3,060","3,670","3,330","2,480","1,610",980,630,390,330,,,
,Yishun West,"58,460","2,360","2,780","3,090","3,460","4,170","4,740","4,390","4,280","4,500","4,830","5,150","4,910","3,770","2,320","1,580","1,050",630,450,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
